Date,TLT Adj Close,VTI Adj Close,VTV Adj Close,VBR Adj Close,AGG Adj Close
2004-01-30,47.63373565673828,38.473934173583984,30.00631332397461,33.389225006103516,56.98518371582031
2004-02-02,47.53375244140625,38.54438018798828,30.103801727294922,33.39602279663086,57.00075912475586
2004-02-03,47.775543212890625,38.5338134765625,30.09769058227539,33.55888748168945,57.156700134277344
2004-02-04,47.68212890625,38.174560546875,29.969738006591797,32.846317291259766,57.162254333496094
2004-02-05,47.49531555175781,38.32953643798828,29.969738006591797,32.95489501953125,57.00075912475586
2004-02-06,48.0173225402832,38.82260513305664,30.268312454223633,33.796409606933594,57.23469161987305
2004-02-09,48.16023254394531,38.7733039855957,30.256132125854492,33.877845764160156,57.273624420166016
2004-02-10,47.89094924926758,39.01982116699219,30.317035675048828,34.06787109375,57.1511344909668
2004-02-11,48.2481575012207,39.34386444091797,30.82273292541504,34.427547454833984,57.37388229370117
2004-02-12,48.044837951660156,39.23820877075195,30.700883865356445,34.305416107177734,57.3795166015625
2004-02-13,48.2481575012207,39.037445068359375,30.579029083251953,34.06787109375,57.63568115234375
2004-02-17,48.21514892578125,39.44599151611328,30.804452896118164,34.44112014770508,57.49640655517578
2004-02-18,48.28111267089844,39.2698974609375,30.676496505737305,34.305416107177734,57.45185089111328
2004-02-19,48.330543518066406,39.05504608154297,30.786178588867188,33.93213653564453,57.51310348510742
2004-02-20,47.99533462524414,38.9353141784668,30.548566818237305,34.033935546875,57.33491516113281
2004-02-23,48.29212951660156,38.6746826171875,30.524202346801758,33.633522033691406,57.4908447265625
2004-02-24,48.38003921508789,38.692283630371094,30.341415405273438,33.640323638916016,57.44071960449219
2004-02-25,48.45697021484375,38.90008544921875,30.57292938232422,33.86427688598633,57.57439041137695
2004-02-26,48.3030891418457,38.95644760131836,30.6094913482666,34.05429458618164,57.47972106933594
2004-02-27,48.72074508666992,39.012794494628906,30.786178588867188,34.339332580566406,57.63568115234375
2004-03-01,48.70197296142578,39.39316940307617,31.035980224609375,34.787227630615234,57.661312103271484
2004-03-02,48.393001556396484,39.248775482177734,30.901947021484375,34.705787658691406,57.46034622192383
2004-03-03,48.3046875,39.2698974609375,30.901947021484375,34.62434768676758,57.3989372253418
2004-03-04,48.5199089050293,39.44599151611328,30.96894645690918,34.91617202758789,57.53848648071289
2004-03-05,49.45787811279297,39.56925582885742,31.163915634155273,35.146907806396484,57.962738037109375
2004-03-08,49.75025939941406,39.206512451171875,31.011608123779297,34.94330978393555,58.158138275146484
2004-03-09,50.081382751464844,39.00222396850586,30.773988723754883,34.61079025268555,58.24187469482422
2004-03-10,50.04823684692383,38.30489730834961,30.298765182495117,34.074642181396484,58.17490005493164
2004-03-11,50.11991882324219,37.815345764160156,29.817432403564453,33.67425537109375,58.30328369140625
2004-03-12,49.81096267700195,38.35067367553711,30.012399673461914,34.19680404663086,58.124629974365234
2004-03-15,49.89371109008789,37.76953125,29.719955444335938,33.762481689453125,58.135833740234375
2004-03-16,50.30750274658203,37.97733688354492,29.817432403564453,33.497806549072266,58.275390625
2004-03-17,50.224769592285156,38.385894775390625,30.274398803710938,34.24433517456055,58.247467041015625
2004-03-18,49.95994186401367,38.340087890625,30.195186614990234,34.04751205444336,58.191627502441406
2004-03-19,49.89371109008789,37.89631271362305,29.975849151611328,33.925350189208984,58.1302604675293
2004-03-22,50.19715118408203,37.41382598876953,29.494525909423828,33.5181770324707,58.28095245361328
2004-03-23,50.28546905517578,37.37154769897461,29.524999618530273,33.69462203979492,58.28657150268555
2004-03-24,50.25788116455078,37.33280563354492,29.24473762512207,33.3281364440918,58.32008361816406
2004-03-25,50.064823150634766,37.86111831665039,29.6468505859375,33.8507080078125,58.28657150268555
2004-03-26,49.535064697265625,37.95269775390625,29.793073654174805,33.95928955078125,58.085609436035156
