time,conf
2008-12-02,-0.0389610389610389
2008-12-03,0.0
2008-12-04,-0.0133333333333333
2008-12-05,-0.0149253731343283
2008-12-08,0.0
2008-12-09,-0.015625
2008-12-10,0.0
2008-12-11,0.0
2008-12-12,0.0
2008-12-15,0.0
2008-12-16,0.0
2008-12-17,0.0
2008-12-18,0.0
2008-12-19,0.0
2008-12-22,0.0
2008-12-23,-0.0140845070422535
2008-12-24,0.0
2008-12-26,-0.0285714285714285
2008-12-29,0.0
2008-12-30,0.0
2008-12-31,-0.0394736842105263
2009-01-02,0.0
2009-01-05,0.0
2009-01-06,0.0
2009-01-07,0.0
2009-01-08,-0.0136986301369863
2009-01-09,-0.0352941176470588
2009-01-12,0.0
2009-01-13,0.0
2009-01-14,-0.0103092783505154
2009-01-15,0.0
2009-01-16,0.0
2009-01-20,0.0
2009-01-21,-0.0095238095238095
2009-01-22,-0.0285714285714285
2009-01-23,0.0
2009-01-26,-0.018348623853211
2009-01-27,-0.0384615384615384
2009-01-28,0.0
2009-01-29,-0.05
2009-01-30,-0.0571428571428571
2009-02-02,-0.0666666666666666
2009-02-03,-0.0666666666666666
2009-02-04,-0.0566037735849056
2009-02-05,-0.0510204081632653
2009-02-06,-0.0297029702970297
2009-02-09,-0.0294117647058823
2009-02-10,-0.02
2009-02-11,-0.0654205607476635
2009-02-12,-0.06
2009-02-13,-0.0761904761904762
2009-02-17,-0.0970873786407767
2009-02-18,-0.0952380952380952
2009-02-19,-0.1428571428571428
2009-02-20,-0.1666666666666666
2009-02-23,-0.1489361702127659
2009-02-24,-0.1818181818181818
2009-02-25,-0.1511627906976744
2009-02-26,-0.1235955056179775
2009-02-27,-0.1447368421052631
2009-03-02,-0.1829268292682926
2009-03-03,-0.1566265060240964
2009-03-04,-0.1585365853658536
2009-03-05,-0.1511627906976744
2009-03-06,-0.1481481481481481
2009-03-09,-0.1149425287356321
2009-03-10,-0.0515463917525773
2009-03-11,-0.0396039603960396
2009-03-12,-0.029126213592233
2009-03-13,-0.04
2009-03-16,-0.1
2009-03-17,-0.0816326530612244
2009-03-18,-0.06
2009-03-19,-0.1386138613861386
2009-03-20,-0.1578947368421052
2009-03-23,-0.1428571428571428
2009-03-24,-0.1875
2009-03-25,-0.202020202020202
2009-03-26,-0.21
2009-03-27,-0.2473118279569892
2009-03-30,-0.2718446601941747
2009-03-31,-0.29
2009-04-01,-0.2903225806451613
2009-04-02,-0.3052631578947368
2009-04-03,-0.3255813953488372
2009-04-06,-0.3723404255319149
2009-04-07,-0.3548387096774194
2009-04-08,-0.3488372093023256
2009-04-09,-0.3614457831325301
2009-04-13,-0.3333333333333333
2009-04-14,-0.345679012345679
2009-04-15,-0.3023255813953488
2009-04-16,-0.2352941176470588
2009-04-17,-0.2575757575757575
2009-04-20,-0.1392405063291139
2009-04-21,-0.0352941176470588
2009-04-22,-0.0121951219512195
2009-04-23,0.0
2009-04-24,-0.0144927536231884
2009-04-27,-0.0133333333333333
2009-04-28,-0.0277777777777777
2009-04-29,-0.015625
2009-04-30,-0.0169491525423728
2009-05-01,-0.046875
2009-05-04,-0.0181818181818181
2009-05-05,0.0
2009-05-06,-0.0204081632653061
2009-05-07,-0.0416666666666666
2009-05-08,0.0
2009-05-11,0.0
2009-05-12,0.0
2009-05-13,0.0
2009-05-14,0.0
2009-05-15,0.0
2009-05-18,0.0
2009-05-19,0.0
2009-05-20,0.0
2009-05-21,0.0
2009-05-22,0.0
2009-05-26,0.0
2009-05-27,0.0
2009-05-28,0.0
2009-05-29,0.0
2009-06-01,0.0
2009-06-02,0.0
2009-06-03,0.0
2009-06-04,0.0
2009-06-05,0.0
2009-06-08,0.0099009900990099
2009-06-09,0.0104166666666666
2009-06-10,0.0
2009-06-11,0.0093457943925233
2009-06-12,0.0185185185185185
2009-06-15,0.0094339622641509
2009-06-16,0.0
2009-06-17,0.0
2009-06-18,0.0
2009-06-19,0.0
2009-06-22,0.0
2009-06-23,0.0
2009-06-24,0.0
2009-06-25,0.0
2009-06-26,0.0
2009-06-29,0.0
2009-06-30,0.0
2009-07-01,0.0
2009-07-02,0.0
2009-07-06,0.0
2009-07-07,0.0
2009-07-08,0.0
2009-07-09,0.0
2009-07-10,0.0
2009-07-13,0.0
2009-07-14,0.0
2009-07-15,0.0
2009-07-16,0.0
2009-07-17,0.0
2009-07-20,0.0
2009-07-21,0.0
2009-07-22,0.0117647058823529
2009-07-23,0.0
2009-07-24,0.0
2009-07-27,0.0
2009-07-28,0.0
2009-07-29,0.0
2009-07-30,0.0275229357798165
2009-07-31,0.0458715596330275
2009-08-03,0.0091743119266055
2009-08-04,0.0
2009-08-05,0.0
2009-08-06,0.0
2009-08-07,0.0
2009-08-10,0.0588235294117647
2009-08-11,0.0
2009-08-12,0.0219780219780219
2009-08-13,0.0119047619047619
2009-08-14,0.0112359550561797
2009-08-17,0.0238095238095238
2009-08-18,0.0
2009-08-19,0.0
2009-08-20,0.0119047619047619
2009-08-21,0.0
2009-08-24,0.0421052631578947
2009-08-25,0.0674157303370786
2009-08-26,0.0681818181818181
2009-08-27,0.0439560439560439
2009-08-28,0.064516129032258
2009-08-31,0.0344827586206896
2009-09-01,0.0329670329670329
2009-09-02,0.0114942528735632
2009-09-03,0.0119047619047619
2009-09-04,0.0309278350515463
2009-09-08,0.0116279069767441
2009-09-09,0.0106382978723404
2009-09-10,0.0099009900990099
2009-09-11,0.02
2009-09-14,0.0
2009-09-15,0.010204081632653
2009-09-16,0.0103092783505154
2009-09-17,0.0106382978723404
2009-09-18,0.010204081632653
2009-09-21,0.031578947368421
2009-09-22,0.0421052631578947
2009-09-23,0.0306122448979591
2009-09-24,0.0625
2009-09-25,0.0439560439560439
2009-09-28,0.0898876404494382
2009-09-29,0.0869565217391304
2009-09-30,0.0760869565217391
2009-10-01,0.1
2009-10-02,0.0898876404494382
2009-10-05,0.0729166666666666
2009-10-06,0.075268817204301
2009-10-07,0.0515463917525773
2009-10-08,0.043010752688172
2009-10-09,0.043010752688172
2009-10-12,0.0638297872340425
2009-10-13,0.0306122448979591
2009-10-14,0.0425531914893617
2009-10-15,0.0306122448979591
2009-10-16,0.0099009900990099
2009-10-19,0.0776699029126213
2009-10-20,0.043010752688172
2009-10-21,0.019047619047619
2009-10-22,0.0306122448979591
2009-10-23,0.0202020202020202
2009-10-26,0.0109890109890109
2009-10-27,0.0
2009-10-28,0.0108695652173913
2009-10-29,0.0
2009-10-30,0.0119047619047619
2009-11-02,0.0
2009-11-03,0.0
2009-11-04,-0.0217391304347826
2009-11-05,0.0112359550561797
2009-11-06,0.0
2009-11-09,0.0
2009-11-10,0.01
2009-11-11,0.0
2009-11-12,0.0105263157894736
2009-11-13,0.0
2009-11-16,0.0
2009-11-17,0.0
2009-11-18,0.0
2009-11-19,0.018018018018018
2009-11-20,0.0
2009-11-23,0.0178571428571428
2009-11-24,0.0344827586206896
2009-11-25,0.0357142857142857
2009-11-27,0.0265486725663716
2009-11-30,0.0088495575221238
2009-12-01,0.0188679245283018
2009-12-02,0.027027027027027
2009-12-03,0.036036036036036
2009-12-04,0.0186915887850467
2009-12-07,0.0272727272727272
2009-12-08,0.009009009009009
2009-12-09,0.029126213592233
2009-12-10,0.0098039215686274
2009-12-11,0.0
2009-12-14,0.0095238095238095
2009-12-15,0.0186915887850467
2009-12-16,0.0
2009-12-17,0.0
2009-12-18,0.0093457943925233
2009-12-21,0.018348623853211
2009-12-22,0.0
2009-12-23,0.0188679245283018
2009-12-24,0.0089285714285714
2009-12-28,0.0
2009-12-29,0.0096153846153846
2009-12-30,0.0288461538461538
2009-12-31,0.0
2010-01-04,0.019047619047619
2010-01-05,0.0277777777777777
2010-01-06,0.0
2010-01-07,0.0
2010-01-08,0.029126213592233
2010-01-11,0.009090909090909
2010-01-12,0.0
2010-01-13,0.019047619047619
2010-01-14,0.0
2010-01-15,0.0297029702970297
2010-01-19,0.0476190476190476
2010-01-20,0.0185185185185185
2010-01-21,0.019047619047619
2010-01-22,0.0097087378640776
2010-01-25,0.0098039215686274
2010-01-26,0.0
2010-01-27,0.0104166666666666
2010-01-28,0.0
2010-01-29,0.0
2010-02-01,0.0
2010-02-02,0.0
2010-02-03,0.0112359550561797
2010-02-04,0.0212765957446808
2010-02-05,0.0
2010-02-08,0.0
2010-02-09,0.0111111111111111
2010-02-10,0.0
2010-02-11,0.0
2010-02-12,0.0
2010-02-16,0.0
2010-02-17,0.0
2010-02-18,0.0
2010-02-19,0.0
2010-02-22,0.0
2010-02-23,0.0
2010-02-24,0.0
2010-02-25,0.0
2010-02-26,0.0
2010-03-01,0.0
2010-03-02,0.0
2010-03-03,0.0
2010-03-04,0.0
2010-03-05,0.0
2010-03-08,0.0
2010-03-09,0.0099009900990099
2010-03-10,0.0
2010-03-11,0.0109890109890109
2010-03-12,0.0
2010-03-15,0.0
2010-03-16,0.0
2010-03-17,0.0208333333333333
2010-03-18,0.0204081632653061
2010-03-19,0.0
2010-03-22,0.0104166666666666
2010-03-23,0.0202020202020202
2010-03-24,0.0412371134020618
2010-03-25,0.0
2010-03-26,0.0
2010-03-29,0.0439560439560439
2010-03-30,0.0294117647058823
2010-03-31,0.0219780219780219
2010-04-01,0.043010752688172
2010-04-05,0.0918367346938775
2010-04-06,0.1170212765957446
2010-04-07,0.08
2010-04-08,0.0769230769230769
2010-04-09,0.1226415094339622
2010-04-12,0.1320754716981132
2010-04-13,0.1415094339622641
2010-04-14,0.1363636363636363
2010-04-15,0.1944444444444444
2010-04-16,0.1203703703703703
2010-04-19,0.1559633027522936
2010-04-20,0.1176470588235294
2010-04-21,0.1376146788990825
2010-04-22,0.1683168316831683
2010-04-23,0.1559633027522936
2010-04-26,0.1775700934579439
2010-04-27,0.116504854368932
2010-04-28,0.0952380952380952
2010-04-29,0.0666666666666666
2010-04-30,0.1212121212121212
2010-05-03,0.1
2010-05-04,0.0857142857142857
2010-05-05,0.0408163265306122
2010-05-06,0.0714285714285714
2010-05-07,0.03
2010-05-10,0.0210526315789473
2010-05-11,0.0571428571428571
2010-05-12,0.0294117647058823
2010-05-13,0.0217391304347826
2010-05-14,0.0109890109890109
2010-05-17,0.021505376344086
2010-05-18,0.0224719101123595
2010-05-19,0.0
2010-05-20,0.0104166666666666
2010-05-21,0.0
2010-05-24,0.0
2010-05-25,0.0120481927710843
2010-05-26,0.0
2010-05-27,0.0
2010-05-28,0.0
2010-06-01,0.0
2010-06-02,0.0
2010-06-03,0.0
2010-06-04,0.0
2010-06-07,-0.0076028622540251015
2010-06-08,0.0125
2010-06-09,-0.0166666666666666
2010-06-10,0.0
2010-06-11,0.0
2010-06-14,0.0
2010-06-15,0.0
2010-06-16,0.0
2010-06-17,0.0
2010-06-18,0.0
2010-06-21,0.0
2010-06-22,0.0
2010-06-23,0.0
2010-06-24,0.0
2010-06-25,0.0
2010-06-28,0.0
2010-06-29,0.0
2010-06-30,0.0
2010-07-01,0.0
2010-07-02,0.0
2010-07-06,0.0
2010-07-07,0.0
2010-07-08,0.0
2010-07-09,0.0
2010-07-12,0.0
2010-07-13,0.0
2010-07-14,0.0
2010-07-15,0.0
2010-07-16,0.0
2010-07-19,0.0
2010-07-20,0.0
2010-07-21,0.0
2010-07-22,0.0
2010-07-23,0.0
2010-07-26,0.0
2010-07-27,0.0
2010-07-28,0.0
2010-07-29,0.0
2010-07-30,0.0
2010-08-02,0.0289855072463768
2010-08-03,0.0
2010-08-04,0.0125
2010-08-05,0.0131578947368421
2010-08-06,0.0
2010-08-09,0.0
2010-08-10,0.0
2010-08-11,0.0
2010-08-12,0.0
2010-08-13,0.0128205128205128
2010-08-16,0.0
2010-08-17,0.0114942528735632
2010-08-18,0.0
2010-08-19,0.0
2010-08-20,0.0
2010-08-23,0.0
2010-08-24,0.0120481927710843
2010-08-25,0.0
2010-08-26,0.0
2010-08-27,0.0
2010-08-30,0.0
2010-08-31,0.0
2010-09-01,0.0
2010-09-02,0.0
2010-09-03,0.0
2010-09-07,0.0
2010-09-08,0.0
2010-09-09,0.010752688172043
2010-09-10,0.0108695652173913
2010-09-13,0.010752688172043
2010-09-14,0.0
